survey_ID,personal_id,region_id,sex,age,proficiency_in_literacy,proficiency_in_numeracy,employment_status,below_poverty_line,average_time_spent_on_unpaid_domestic_work,survey_year
15315,13075,LEB001,male,35,FALSE,TRUE,employed,FALSE,11,2022
15316,13076,LEB001,female,77,TRUE,TRUE,employed,TRUE,30,2022
15317,13077,LEB001,female,47,FALSE,TRUE,employed,TRUE,35,2022
15318,13078,LEB001,male,63,FALSE,TRUE,unemployed,TRUE,9,2022
15319,13079,LEB001,female,28,FALSE,TRUE,employed,TRUE,30,2022
15320,13080,LEB001,female,43,TRUE,FALSE,employed,TRUE,34,2022
15321,13081,LEB001,male,40,FALSE,TRUE,employed,FALSE,9,2022
15322,13082,LEB001,female,47,TRUE,FALSE,employed,FALSE,32,2022
15323,13083,LEB001,female,60,TRUE,TRUE,employed,TRUE,38,2022
15324,13084,LEB001,female,71,FALSE,FALSE,employed,FALSE,35,2022
15325,13085,LEB001,male,70,FALSE,FALSE,employed,FALSE,12,2022
15326,13086,LEB001,female,52,TRUE,FALSE,unemployed,TRUE,36,2022
15327,13087,LEB001,female,79,TRUE,TRUE,employed,FALSE,39,2022
15328,13088,LEB001,male,70,TRUE,TRUE,unemployed,FALSE,13,2022
15329,13089,LEB001,male,42,TRUE,FALSE,employed,TRUE,10,2022
15330,13090,LEB001,female,77,TRUE,TRUE,employed,FALSE,30,2022
15331,13091,LEB001,female,22,TRUE,FALSE,unemployed,FALSE,36,2022
15332,13092,LEB001,female,43,TRUE,FALSE,employed,FALSE,30,2022
15333,13093,LEB001,female,79,TRUE,FALSE,unemployed,FALSE,30,2022
15334,13094,LEB001,male,22,TRUE,TRUE,employed,FALSE,8,2022
15335,13095,LEB001,female,23,FALSE,TRUE,employed,TRUE,31,2022
15336,13096,LEB001,female,61,TRUE,TRUE,employed,TRUE,36,2022
15337,13097,LEB001,male,58,TRUE,TRUE,employed,FALSE,13,2022
15338,13098,LEB001,female,70,FALSE,TRUE,employed,FALSE,32,2022
15339,13099,LEB001,male,32,TRUE,TRUE,unemployed,FALSE,10,2022
15340,13100,LEB001,female,40,FALSE,TRUE,employed,TRUE,34,2022
15341,13101,LEB001,female,41,TRUE,TRUE,employed,FALSE,34,2022
15342,13102,LEB001,female,59,TRUE,FALSE,employed,FALSE,30,2022
15343,13103,LEB001,male,21,FALSE,FALSE,employed,TRUE,9,2022
15344,13104,LEB001,male,54,TRUE,TRUE,employed,TRUE,11,2022
15345,13105,LEB001,female,54,TRUE,FALSE,employed,TRUE,34,2022
15346,13106,LEB001,male,40,TRUE,FALSE,employed,TRUE,11,2022
15347,13107,LEB001,female,39,TRUE,FALSE,unemployed,FALSE,30,2022
15348,13108,LEB001,male,23,TRUE,FALSE,employed,FALSE,11,2022
15349,13109,LEB001,male,35,TRUE,TRUE,employed,TRUE,12,2022
15350,13110,LEB001,female,18,TRUE,FALSE,employed,FALSE,34,2022
15351,13111,LEB001,female,74,TRUE,FALSE,unemployed,TRUE,36,2022
15352,13112,LEB001,female,75,FALSE,FALSE,employed,TRUE,30,2022
15353,13113,LEB001,female,56,FALSE,TRUE,unemployed,FALSE,31,2022
15354,13114,LEB001,female,24,TRUE,TRUE,employed,TRUE,33,2022
15355,13115,LEB001,female,36,TRUE,TRUE,employed,TRUE,40,2022
15356,13116,LEB001,male,43,FALSE,TRUE,unemployed,FALSE,9,2022
15357,13117,LEB001,male,73,TRUE,TRUE,employed,FALSE,10,2022
15358,13118,LEB001,female,38,FALSE,TRUE,employed,FALSE,35,2022
15359,13119,LEB001,female,34,TRUE,TRUE,unemployed,TRUE,37,2022
15360,13120,LEB001,male,48,TRUE,FALSE,employed,FALSE,13,2022
15361,6634,LEB001,male,28,FALSE,FALSE,unemployed,TRUE,8,2022
15362,9886,LEB001,female,80,FALSE,TRUE,employed,FALSE,37,2022
15363,6680,LEB001,female,27,TRUE,TRUE,employed,FALSE,35,2022
15364,9811,LEB001,female,66,TRUE,FALSE,unemployed,FALSE,35,2022
15365,6693,LEB001,prefer not to say,61,FALSE,TRUE,unemployed,TRUE,40,2022
15366,9791,LEB001,female,29,TRUE,FALSE,unemployed,TRUE,37,2022
15367,9810,LEB001,male,27,FALSE,FALSE,employed,FALSE,13,2022
15368,9897,LEB001,female,55,TRUE,FALSE,unemployed,TRUE,36,2022
15369,6606,LEB001,female,38,FALSE,TRUE,employed,TRUE,30,2022
15370,9764,LEB001,female,53,TRUE,TRUE,employed,TRUE,40,2022
15371,9908,LEB001,prefer not to say,57,FALSE,TRUE,employed,FALSE,9,2022
15372,9868,LEB001,female,34,FALSE,TRUE,employed,FALSE,39,2022
15373,9887,LEB001,female,43,TRUE,TRUE,employed,TRUE,33,2022
15374,9776,LEB001,female,80,TRUE,TRUE,employed,TRUE,30,2022
15375,9907,LEB001,male,77,TRUE,TRUE,employed,FALSE,11,2022
15376,3310,LEB001,female,69,TRUE,TRUE,employed,FALSE,32,2022
15377,6668,LEB001,male,26,TRUE,TRUE,employed,TRUE,10,2022
15378,9854,LEB001,male,58,FALSE,TRUE,unemployed,TRUE,8,2022
15379,9920,LEB001,female,68,FALSE,TRUE,employed,FALSE,33,2022
15380,9784,LEB001,male,21,TRUE,TRUE,employed,FALSE,9,2022
15381,6696,LEB001,female,19,FALSE,TRUE,employed,FALSE,31,2022
15382,9780,LEB001,female,30,FALSE,FALSE,employed,FALSE,36,2022
15383,9832,LEB001,female,27,FALSE,TRUE,employed,TRUE,36,2022
15384,9817,LEB001,female,70,FALSE,TRUE,employed,TRUE,40,2022
15385,9878,LEB001,male,52,FALSE,FALSE,unemployed,FALSE,12,2022
15386,9826,LEB001,male,45,FALSE,TRUE,employed,FALSE,9,2022
15387,3222,LEB001,female,48,TRUE,TRUE,employed,FALSE,30,2022
15388,9848,LEB001,female,41,TRUE,TRUE,employed,FALSE,33,2022
15389,9876,LEB001,male,39,TRUE,FALSE,employed,FALSE,9,2022
15390,9909,LEB001,female,38,TRUE,FALSE,employed,FALSE,30,2022
15391,9891,LEB001,male,28,TRUE,TRUE,unemployed,FALSE,11,2022
15392,9787,LEB001,female,73,TRUE,TRUE,employed,FALSE,36,2022
15393,9885,LEB001,male,61,FALSE,FALSE,employed,FALSE,10,2022
15394,3235,LEB001,female,59,FALSE,TRUE,unemployed,FALSE,40,2022
15395,6685,LEB001,female,75,TRUE,FALSE,unemployed,FALSE,40,2022
15396,9824,LEB001,female,70,TRUE,TRUE,employed,FALSE,38,2022
15397,9917,LEB001,female,79,TRUE,TRUE,employed,TRUE,39,2022
15398,6601,LEB001,female,35,TRUE,FALSE,employed,TRUE,36,2022
15399,6665,LEB001,female,62,TRUE,FALSE,employed,FALSE,39,2022
15400,9874,LEB001,male,22,FALSE,TRUE,employed,FALSE,9,2022
15401,13121,LEB002,female,69,TRUE,FALSE,employed,TRUE,39,2022
15402,13122,LEB002,male,58,TRUE,TRUE,unemployed,TRUE,8,2022
15403,13123,LEB002,female,70,TRUE,FALSE,employed,TRUE,39,2022
15404,13124,LEB002,male,36,FALSE,TRUE,unemployed,TRUE,11,2022
15405,13125,LEB002,male,37,FALSE,FALSE,employed,TRUE,11,2022
15406,13126,LEB002,female,38,FALSE,TRUE,employed,FALSE,33,2022
15407,13127,LEB002,female,49,TRUE,TRUE,unemployed,TRUE,32,2022
15408,13128,LEB002,female,46,FALSE,FALSE,employed,TRUE,35,2022
15409,13129,LEB002,male,65,TRUE,FALSE,unemployed,FALSE,8,2022
15410,13130,LEB002,male,74,TRUE,TRUE,employed,FALSE,12,2022
15411,13131,LEB002,male,20,TRUE,FALSE,employed,TRUE,12,2022
15412,13132,LEB002,female,71,FALSE,FALSE,employed,FALSE,36,2022
15413,13133,LEB002,female,21,FALSE,FALSE,employed,FALSE,37,2022
15414,13134,LEB002,prefer not to say,40,TRUE,FALSE,employed,TRUE,10,2022
15415,13135,LEB002,female,66,FALSE,TRUE,employed,FALSE,37,2022
15416,13136,LEB002,female,78,FALSE,FALSE,employed,TRUE,37,2022
15417,13137,LEB002,male,53,TRUE,TRUE,unemployed,FALSE,9,2022
15418,13138,LEB002,male,53,FALSE,TRUE,employed,FALSE,12,2022
15419,13139,LEB002,female,51,FALSE,TRUE,employed,FALSE,39,2022
15420,13140,LEB002,female,77,FALSE,FALSE,employed,TRUE,35,2022
15421,13141,LEB002,female,21,TRUE,FALSE,unemployed,FALSE,36,2022
15422,13142,LEB002,male,50,TRUE,TRUE,employed,FALSE,10,2022
15423,13143,LEB002,female,65,FALSE,FALSE,employed,FALSE,33,2022
15424,13144,LEB002,male,73,TRUE,TRUE,employed,FALSE,9,2022
15425,13145,LEB002,female,83,FALSE,FALSE,employed,TRUE,39,2022
15426,13146,LEB002,female,68,FALSE,FALSE,employed,TRUE,34,2022
15427,13147,LEB002,female,18,FALSE,FALSE,employed,FALSE,40,2022
15428,13148,LEB002,male,24,FALSE,FALSE,employed,FALSE,13,2022
15429,13149,LEB002,female,65,TRUE,TRUE,unemployed,FALSE,38,2022
15430,13150,LEB002,male,59,FALSE,FALSE,employed,FALSE,12,2022
15431,13151,LEB002,male,82,TRUE,TRUE,employed,FALSE,11,2022
15432,13152,LEB002,male,48,TRUE,FALSE,employed,TRUE,13,2022
15433,13153,LEB002,male,71,TRUE,TRUE,employed,TRUE,12,2022
15434,13154,LEB002,male,68,FALSE,TRUE,employed,TRUE,11,2022
15435,13155,LEB002,male,22,FALSE,FALSE,employed,TRUE,11,2022
15436,13156,LEB002,female,80,FALSE,TRUE,employed,FALSE,37,2022
15437,13157,LEB002,female,22,TRUE,FALSE,unemployed,FALSE,36,2022
15438,13158,LEB002,male,24,FALSE,TRUE,employed,FALSE,12,2022
15439,13159,LEB002,female,78,FALSE,TRUE,employed,FALSE,31,2022
15440,13160,LEB002,female,65,TRUE,TRUE,employed,TRUE,31,2022
15441,13161,LEB002,male,47,FALSE,FALSE,employed,TRUE,10,2022
15442,13162,LEB002,male,42,TRUE,FALSE,employed,FALSE,13,2022
15443,13163,LEB002,male,25,FALSE,FALSE,employed,FALSE,13,2022
15444,13164,LEB002,female,61,TRUE,TRUE,employed,FALSE,35,2022
15445,13165,LEB002,male,76,FALSE,FALSE,unemployed,TRUE,10,2022
15446,13166,LEB002,female,82,TRUE,TRUE,employed,FALSE,34,2022
15447,13167,LEB002,female,19,TRUE,FALSE,unemployed,TRUE,37,2022
15448,13168,LEB002,female,34,TRUE,FALSE,employed,FALSE,33,2022
15449,13169,LEB002,female,52,TRUE,FALSE,employed,FALSE,39,2022
15450,13170,LEB002,female,77,TRUE,TRUE,unemployed,FALSE,32,2022
15451,13171,LEB002,female,80,TRUE,FALSE,employed,FALSE,30,2022
15452,13172,LEB002,male,25,TRUE,TRUE,unemployed,TRUE,13,2022
15453,13173,LEB002,female,36,FALSE,FALSE,unemployed,TRUE,32,2022
15454,13174,LEB002,male,71,FALSE,FALSE,unemployed,TRUE,9,2022
15455,13175,LEB002,female,31,FALSE,FALSE,unemployed,FALSE,36,2022
15456,13176,LEB002,female,58,TRUE,FALSE,employed,FALSE,32,2022
15457,13177,LEB002,male,50,TRUE,TRUE,unemployed,TRUE,9,2022
15458,13178,LEB002,female,47,TRUE,TRUE,employed,FALSE,40,2022
15459,13179,LEB002,male,68,TRUE,TRUE,employed,TRUE,12,2022
15460,13180,LEB002,male,58,TRUE,TRUE,unemployed,FALSE,12,2022
15461,13181,LEB002,male,83,TRUE,FALSE,unemployed,FALSE,8,2022
15462,13182,LEB002,female,36,TRUE,FALSE,employed,TRUE,40,2022
15463,13183,LEB002,female,75,TRUE,FALSE,employed,TRUE,35,2022
15464,13184,LEB002,male,31,TRUE,TRUE,employed,FALSE,12,2022
15465,13185,LEB002,male,68,TRUE,TRUE,employed,TRUE,11,2022
15466,13186,LEB002,male,42,FALSE,TRUE,employed,TRUE,8,2022
15467,13187,LEB002,male,56,TRUE,TRUE,unemployed,FALSE,9,2022
15468,13188,LEB002,female,71,FALSE,TRUE,unemployed,FALSE,34,2022
15469,13189,LEB002,male,70,TRUE,FALSE,employed,FALSE,10,2022
15470,13190,LEB002,female,77,TRUE,FALSE,employed,FALSE,31,2022
15471,13191,LEB002,male,66,FALSE,FALSE,unemployed,TRUE,8,2022
15472,13192,LEB002,male,20,TRUE,FALSE,employed,TRUE,12,2022
15473,13193,LEB002,female,41,TRUE,TRUE,employed,FALSE,39,2022
15474,13194,LEB002,male,47,FALSE,FALSE,unemployed,FALSE,12,2022
15475,13195,LEB002,female,35,FALSE,TRUE,unemployed,FALSE,39,2022
15476,13196,LEB002,male,26,TRUE,TRUE,employed,FALSE,9,2022
15477,13197,LEB002,male,26,TRUE,TRUE,employed,TRUE,9,2022
15478,13198,LEB002,male,54,FALSE,TRUE,unemployed,TRUE,12,2022
15479,13199,LEB002,female,74,TRUE,FALSE,unemployed,FALSE,31,2022
15480,13200,LEB002,female,29,FALSE,FALSE,employed,FALSE,33,2022
15481,13201,LEB002,male,28,FALSE,FALSE,unemployed,TRUE,10,2022
15482,13202,LEB002,male,41,FALSE,TRUE,unemployed,FALSE,12,2022
15483,13203,LEB002,male,50,TRUE,FALSE,employed,TRUE,13,2022
15484,13204,LEB002,female,68,TRUE,TRUE,employed,FALSE,38,2022
15485,13205,LEB002,female,76,TRUE,TRUE,employed,TRUE,34,2022
15486,13206,LEB002,male,78,FALSE,TRUE,employed,FALSE,10,2022
15487,13207,LEB002,prefer not to say,65,TRUE,TRUE,unemployed,FALSE,9,2022
15488,13208,LEB002,male,64,TRUE,TRUE,employed,TRUE,10,2022
15489,13209,LEB002,female,36,FALSE,TRUE,unemployed,TRUE,34,2022
15490,13210,LEB002,male,69,TRUE,FALSE,employed,FALSE,8,2022
15491,13211,LEB002,male,32,TRUE,TRUE,employed,TRUE,10,2022
15492,13212,LEB002,female,67,TRUE,TRUE,employed,FALSE,35,2022
15493,13213,LEB002,female,38,FALSE,FALSE,employed,TRUE,36,2022
15494,13214,LEB002,male,56,TRUE,FALSE,employed,FALSE,9,2022
15495,13215,LEB002,male,31,FALSE,TRUE,employed,FALSE,8,2022
15496,13216,LEB002,female,65,FALSE,FALSE,employed,FALSE,30,2022
15497,13217,LEB002,female,83,TRUE,FALSE,employed,TRUE,30,2022
15498,13218,LEB002,male,81,TRUE,TRUE,unemployed,FALSE,10,2022
15499,13219,LEB002,female,48,TRUE,FALSE,employed,TRUE,40,2022
15500,13220,LEB002,male,39,TRUE,FALSE,unemployed,FALSE,13,2022
15501,13221,LEB002,male,69,TRUE,TRUE,employed,FALSE,10,2022
15502,13222,LEB002,female,54,TRUE,FALSE,employed,TRUE,33,2022
15503,13223,LEB002,male,44,FALSE,FALSE,employed,FALSE,13,2022
15504,13224,LEB002,female,60,TRUE,TRUE,unemployed,TRUE,36,2022
15505,13225,LEB002,male,25,TRUE,FALSE,employed,FALSE,12,2022
15506,13226,LEB002,male,45,TRUE,FALSE,unemployed,TRUE,10,2022
15507,13227,LEB002,female,63,FALSE,FALSE,employed,TRUE,33,2022
15508,13228,LEB002,female,37,FALSE,FALSE,employed,TRUE,38,2022
15509,13229,LEB002,female,46,FALSE,TRUE,employed,TRUE,33,2022
15510,13230,LEB002,female,39,TRUE,FALSE,unemployed,FALSE,31,2022
15511,13231,LEB002,female,27,TRUE,TRUE,employed,TRUE,35,2022
15512,13232,LEB002,female,30,FALSE,TRUE,unemployed,TRUE,30,2022
15513,13233,LEB002,male,53,FALSE,FALSE,employed,FALSE,9,2022
15514,13234,LEB002,male,72,FALSE,TRUE,unemployed,TRUE,10,2022
15515,13235,LEB002,female,20,TRUE,TRUE,employed,FALSE,38,2022
15516,13236,LEB002,female,80,TRUE,TRUE,employed,FALSE,35,2022
15517,13237,LEB002,male,69,TRUE,FALSE,employed,TRUE,11,2022
15518,13238,LEB002,male,50,TRUE,TRUE,employed,TRUE,9,2022
15519,13239,LEB002,male,77,TRUE,FALSE,employed,FALSE,12,2022
15520,13240,LEB002,prefer not to say,47,TRUE,TRUE,unemployed,TRUE,8,2022
15521,13241,LEB002,female,19,TRUE,FALSE,unemployed,FALSE,34,2022
15522,13242,LEB002,male,39,FALSE,FALSE,employed,FALSE,10,2022
15523,13243,LEB002,female,69,TRUE,FALSE,unemployed,TRUE,39,2022
15524,13244,LEB002,female,52,TRUE,FALSE,employed,TRUE,39,2022
15525,13245,LEB002,female,43,TRUE,FALSE,unemployed,FALSE,32,2022
15526,13246,LEB002,male,63,TRUE,FALSE,unemployed,FALSE,13,2022
15527,13247,LEB002,female,68,TRUE,TRUE,employed,TRUE,40,2022
15528,13248,LEB002,female,33,FALSE,TRUE,employed,TRUE,38,2022
15529,13249,LEB002,male,49,TRUE,TRUE,unemployed,FALSE,11,2022
15530,13250,LEB002,male,66,FALSE,FALSE,employed,FALSE,10,2022
15531,13251,LEB002,female,48,FALSE,TRUE,unemployed,FALSE,38,2022
15532,13252,LEB002,male,26,TRUE,TRUE,employed,TRUE,9,2022
15533,13253,LEB002,female,56,FALSE,FALSE,employed,FALSE,38,2022
15534,13254,LEB002,female,52,TRUE,FALSE,unemployed,TRUE,34,2022
15535,13255,LEB002,male,21,TRUE,FALSE,employed,TRUE,13,2022
15536,13256,LEB002,male,24,FALSE,TRUE,employed,FALSE,11,2022
15537,13257,LEB002,male,52,TRUE,FALSE,unemployed,TRUE,10,2022
15538,13258,LEB002,female,29,FALSE,TRUE,unemployed,FALSE,33,2022
15539,13259,LEB002,male,52,TRUE,TRUE,unemployed,TRUE,12,2022
15540,13260,LEB002,female,61,TRUE,TRUE,employed,TRUE,37,2022
15541,13261,LEB002,male,34,FALSE,FALSE,employed,FALSE,9,2022
15542,13262,LEB002,female,48,TRUE,FALSE,employed,FALSE,33,2022
15543,13263,LEB002,female,48,FALSE,TRUE,unemployed,FALSE,30,2022
15544,13264,LEB002,male,31,FALSE,TRUE,employed,FALSE,13,2022
15545,13265,LEB002,male,28,FALSE,FALSE,employed,TRUE,12,2022
15546,13266,LEB002,male,81,FALSE,FALSE,unemployed,FALSE,12,2022
15547,13267,LEB002,male,59,TRUE,TRUE,employed,FALSE,11,2022
15548,13268,LEB002,female,41,FALSE,FALSE,employed,FALSE,40,2022
15549,13269,LEB002,female,52,TRUE,FALSE,unemployed,FALSE,33,2022
15550,13270,LEB002,female,66,TRUE,TRUE,employed,FALSE,31,2022
15551,13271,LEB002,male,17,FALSE,TRUE,below_minimum_legal_work_age,TRUE,9,2022
15552,13272,LEB002,male,45,FALSE,TRUE,employed,TRUE,8,2022
15553,13273,LEB002,male,67,TRUE,TRUE,employed,TRUE,10,2022
15554,13274,LEB002,female,25,FALSE,TRUE,employed,FALSE,30,2022
15555,13275,LEB002,male,19,TRUE,FALSE,employed,TRUE,11,2022
15556,13276,LEB002,female,33,FALSE,FALSE,unemployed,FALSE,38,2022
15557,13277,LEB002,female,29,FALSE,TRUE,employed,TRUE,32,2022
15558,13278,LEB002,male,59,TRUE,FALSE,unemployed,TRUE,9,2022
15559,13279,LEB002,female,72,TRUE,TRUE,employed,TRUE,33,2022
15560,13280,LEB002,male,60,TRUE,FALSE,unemployed,FALSE,8,2022
15561,9986,LEB002,female,66,TRUE,TRUE,employed,TRUE,33,2022
15562,10051,LEB002,male,51,TRUE,FALSE,employed,FALSE,12,2022
15563,10015,LEB002,female,14,TRUE,TRUE,below_minimum_legal_work_age,TRUE,35,2022
15564,10042,LEB002,male,69,TRUE,TRUE,employed,TRUE,9,2022
15565,3547,LEB002,female,47,FALSE,TRUE,employed,TRUE,39,2022
15566,9982,LEB002,female,46,TRUE,FALSE,employed,FALSE,37,2022
15567,6781,LEB002,male,15,TRUE,FALSE,below_minimum_legal_work_age,FALSE,8,2022
15568,3589,LEB002,male,42,FALSE,TRUE,employed,FALSE,12,2022
15569,10072,LEB002,male,21,TRUE,TRUE,unemployed,TRUE,13,2022
15570,9953,LEB002,female,80,TRUE,FALSE,employed,FALSE,38,2022
15571,6796,LEB002,male,43,FALSE,TRUE,unemployed,TRUE,9,2022
15572,9942,LEB002,male,33,TRUE,FALSE,unemployed,TRUE,9,2022
15573,10031,LEB002,female,21,TRUE,TRUE,unemployed,TRUE,39,2022
15574,9950,LEB002,male,46,FALSE,TRUE,unemployed,TRUE,13,2022
15575,9990,LEB002,male,49,TRUE,FALSE,employed,TRUE,13,2022
15576,9972,LEB002,male,50,TRUE,FALSE,employed,FALSE,10,2022
15577,10043,LEB002,male,26,TRUE,FALSE,employed,FALSE,10,2022
15578,9995,LEB002,male,32,FALSE,TRUE,employed,TRUE,10,2022
15579,9988,LEB002,female,55,TRUE,FALSE,employed,FALSE,30,2022
15580,9930,LEB002,female,25,FALSE,TRUE,unemployed,TRUE,35,2022
15581,9936,LEB002,male,70,FALSE,TRUE,employed,FALSE,11,2022
15582,10073,LEB002,male,14,FALSE,TRUE,below_minimum_legal_work_age,TRUE,9,2022
15583,9969,LEB002,female,42,FALSE,TRUE,unemployed,FALSE,33,2022
15584,9957,LEB002,female,64,FALSE,TRUE,employed,FALSE,32,2022
15585,10017,LEB002,male,21,FALSE,FALSE,unemployed,FALSE,10,2022
15586,9927,LEB002,male,68,TRUE,TRUE,employed,TRUE,13,2022
15587,9978,LEB002,female,72,TRUE,TRUE,employed,FALSE,36,2022
15588,9970,LEB002,female,30,FALSE,TRUE,employed,TRUE,38,2022
15589,6798,LEB002,female,36,FALSE,TRUE,employed,TRUE,30,2022
15590,9928,LEB002,female,28,TRUE,FALSE,employed,TRUE,35,2022
15591,9999,LEB002,male,33,TRUE,FALSE,employed,TRUE,9,2022
15592,9934,LEB002,male,44,FALSE,FALSE,employed,FALSE,11,2022
15593,6799,LEB002,male,38,TRUE,FALSE,employed,FALSE,8,2022
15594,10063,LEB002,female,60,FALSE,FALSE,unemployed,TRUE,39,2022
15595,6777,LEB002,female,54,TRUE,FALSE,unemployed,TRUE,37,2022
15596,10013,LEB002,female,69,TRUE,FALSE,unemployed,FALSE,33,2022
15597,6825,LEB002,male,66,FALSE,FALSE,unemployed,TRUE,11,2022
15598,6758,LEB002,prefer not to say,45,TRUE,FALSE,unemployed,FALSE,8,2022
15599,9947,LEB002,female,41,TRUE,TRUE,employed,FALSE,30,2022
15600,9929,LEB002,female,77,TRUE,TRUE,employed,FALSE,35,2022
15601,13281,LEB003,male,83,FALSE,FALSE,unemployed,TRUE,8,2022
15602,13282,LEB003,female,51,TRUE,TRUE,employed,TRUE,37,2022
15603,13283,LEB003,male,43,TRUE,TRUE,employed,FALSE,8,2022
15604,13284,LEB003,male,38,FALSE,TRUE,employed,FALSE,8,2022
15605,13285,LEB003,male,66,TRUE,FALSE,employed,FALSE,10,2022
15606,13286,LEB003,female,40,TRUE,FALSE,unemployed,TRUE,32,2022
15607,13287,LEB003,female,82,TRUE,TRUE,employed,FALSE,40,2022
15608,13288,LEB003,male,25,TRUE,FALSE,employed,TRUE,9,2022
15609,13289,LEB003,male,30,TRUE,FALSE,unemployed,FALSE,11,2022
15610,13290,LEB003,male,19,FALSE,FALSE,employed,FALSE,13,2022
15611,13291,LEB003,male,64,TRUE,TRUE,employed,TRUE,8,2022
15612,13292,LEB003,male,71,FALSE,TRUE,unemployed,TRUE,8,2022
15613,13293,LEB003,female,76,FALSE,TRUE,employed,FALSE,37,2022
15614,13294,LEB003,male,70,TRUE,TRUE,unemployed,TRUE,11,2022
15615,13295,LEB003,female,38,FALSE,FALSE,employed,FALSE,33,2022
15616,13296,LEB003,male,19,FALSE,FALSE,employed,FALSE,12,2022
15617,13297,LEB003,female,47,TRUE,TRUE,employed,TRUE,33,2022
15618,13298,LEB003,male,74,TRUE,FALSE,employed,TRUE,8,2022
15619,13299,LEB003,male,76,FALSE,FALSE,employed,TRUE,12,2022
15620,13300,LEB003,male,22,TRUE,FALSE,employed,FALSE,13,2022
15621,13301,LEB003,male,17,TRUE,FALSE,below_minimum_legal_work_age,TRUE,13,2022
15622,13302,LEB003,male,33,TRUE,TRUE,employed,TRUE,13,2022
15623,13303,LEB003,female,33,TRUE,TRUE,employed,TRUE,40,2022
15624,13304,LEB003,female,67,FALSE,TRUE,employed,FALSE,31,2022
15625,13305,LEB003,female,56,TRUE,FALSE,employed,FALSE,33,2022
15626,13306,LEB003,male,54,TRUE,FALSE,unemployed,TRUE,8,2022
15627,13307,LEB003,male,42,TRUE,FALSE,employed,FALSE,10,2022
15628,13308,LEB003,female,80,TRUE,TRUE,unemployed,FALSE,32,2022
15629,13309,LEB003,male,55,TRUE,FALSE,unemployed,TRUE,12,2022
15630,13310,LEB003,male,31,FALSE,FALSE,employed,FALSE,10,2022
15631,13311,LEB003,female,69,TRUE,TRUE,employed,TRUE,40,2022
15632,13312,LEB003,male,72,FALSE,TRUE,employed,FALSE,12,2022
15633,13313,LEB003,male,44,TRUE,FALSE,unemployed,FALSE,10,2022
15634,13314,LEB003,male,31,TRUE,TRUE,employed,TRUE,9,2022
15635,13315,LEB003,female,24,FALSE,TRUE,employed,FALSE,37,2022
15636,13316,LEB003,female,17,TRUE,FALSE,below_minimum_legal_work_age,TRUE,31,2022
15637,13317,LEB003,male,44,TRUE,TRUE,unemployed,FALSE,13,2022
15638,13318,LEB003,male,76,TRUE,FALSE,employed,FALSE,13,2022
15639,13319,LEB003,male,42,FALSE,TRUE,employed,FALSE,13,2022
15640,13320,LEB003,female,77,TRUE,TRUE,employed,FALSE,38,2022
15641,13321,LEB003,female,25,TRUE,FALSE,employed,TRUE,37,2022
15642,13322,LEB003,female,25,FALSE,TRUE,unemployed,TRUE,34,2022
15643,13323,LEB003,female,70,TRUE,FALSE,employed,FALSE,40,2022
15644,13324,LEB003,female,24,TRUE,TRUE,employed,FALSE,37,2022
15645,13325,LEB003,male,56,TRUE,FALSE,employed,TRUE,10,2022
15646,13326,LEB003,male,31,FALSE,TRUE,employed,TRUE,11,2022
15647,13327,LEB003,female,24,TRUE,TRUE,employed,FALSE,40,2022
15648,13328,LEB003,female,38,TRUE,TRUE,unemployed,TRUE,39,2022
15649,13329,LEB003,female,24,TRUE,TRUE,unemployed,TRUE,36,2022
15650,13330,LEB003,female,33,TRUE,TRUE,employed,TRUE,35,2022
15651,13331,LEB003,female,69,FALSE,TRUE,employed,TRUE,34,2022
15652,13332,LEB003,female,39,FALSE,TRUE,employed,FALSE,32,2022
15653,13333,LEB003,female,32,FALSE,TRUE,employed,FALSE,32,2022
15654,13334,LEB003,male,73,TRUE,TRUE,employed,TRUE,10,2022
15655,13335,LEB003,female,54,TRUE,FALSE,employed,FALSE,36,2022
15656,13336,LEB003,female,80,TRUE,FALSE,employed,FALSE,37,2022
15657,13337,LEB003,female,41,TRUE,TRUE,employed,TRUE,36,2022
15658,13338,LEB003,female,47,TRUE,TRUE,unemployed,TRUE,34,2022
15659,13339,LEB003,female,68,FALSE,TRUE,unemployed,TRUE,31,2022
15660,13340,LEB003,female,36,TRUE,TRUE,employed,TRUE,37,2022
15661,13341,LEB003,male,46,TRUE,FALSE,employed,TRUE,13,2022
15662,13342,LEB003,female,73,TRUE,FALSE,unemployed,FALSE,40,2022
15663,13343,LEB003,female,63,FALSE,TRUE,unemployed,TRUE,30,2022
15664,13344,LEB003,male,64,FALSE,TRUE,employed,TRUE,10,2022
15665,13345,LEB003,female,44,TRUE,TRUE,unemployed,TRUE,31,2022
15666,13346,LEB003,male,47,TRUE,TRUE,unemployed,FALSE,8,2022
15667,13347,LEB003,male,23,TRUE,FALSE,unemployed,FALSE,8,2022
15668,13348,LEB003,male,48,TRUE,TRUE,employed,FALSE,9,2022
15669,13349,LEB003,female,82,TRUE,TRUE,employed,TRUE,34,2022
15670,13350,LEB003,female,74,TRUE,FALSE,unemployed,TRUE,31,2022
15671,13351,LEB003,male,26,TRUE,FALSE,employed,TRUE,9,2022
15672,13352,LEB003,female,69,FALSE,FALSE,employed,TRUE,39,2022
